episode_num,character,line
15,Rick,"Why don't you make me, implausibly naive pubescent boy with an old Jewish comedy writer's name?"
15,Mrs. Refrigerator,In your face!
15,Morty,"Give me the gun.  I'm not doing this in front of Pencilvester. Bring him to the garage.  All right, you listen to me, you son of a bitch parasite scum. We could either do this the easy way or the hard way. You know, y-y-y-- do you want to live? Then open the blast shield doors."
15,Rick,"Shut up, Morty, you brainwashed, little turd that might not even be real because I'm brainwashed, too."
15,Morty,"You know, Rick, this isn't easy for us. You know, w-we all remember you as a friend."
15,Rick,"Oh, oh, oh, really? Well, I remember you as a whiny, little piece of shit, Morty!"
15,Morty,"Oh -- oh, yeah?"
15,Rick,"Yeah! I've got about a thousand memories of your dumb little ass and about six of them are pleasant. The rest is annoying garbage. So why don't you do us both a favor and pull the trigger? Do it! Do it, motherfucker! Pull the fucking trigger!"
15,Duck with Muscles,"Oh, wow. Baby Wizard was a parasite? He set me up with my wife."
15,Rick,What the hell?
15,Morty,"I figured it out, Rick! The parasites can only create pleasant memories. I know you're real because I have a ton of bad memories with you!"
15,Rick,"Holy crap, Morty, you're right."
15,Morty,Is -- is -- isn't that what you were trying to make me understand by yelling at me?
15,Rick,"Well, yeah, duh-doy. T-took you long enough."
15,Rick,"Now let's go, Morty. We got a lot of friends and family to exterminate."
15,Morty,Everybody remain calm! This is gonna take some explaining.
15,Rick,We need to kill everyone that we can only remember fondly. Who's got a bad memory about Mrs. Refrigerator?
15,Mrs Refrigerator,"I-I-I-I -- everyone has bad memories of me. You remember that one time?  Ooh, man, we couldn't stop screaming."
15,Beth,"Uh, roller coasters aren't bad, Mrs. Refrigerator. They're thrilling. And you've been a perfect companion to me my entire life."
15,Mrs Refrigerator,"The jig is up!  get me out of here. Get me out of here! Aah!   Oh, shit!"
15,Rick,"Everybody back! If you're not a parasite, you have nothing to fear. What about Summer?"
15,Summer,Why am I always your go-to?
15,Summer,Never go in my room again.
15,Morty,I didn't!
15,Morty,She's real. She's my bitch of a sister.
15,Summer,Nice.
15,Summer,"Mom, are you driving me to --"
15,Beth,"Hmm? Yeah, yeah, yes. What time?"
15,Summer,"Oh, my god. Are you drunk?"
15,Beth,"What're you, my life coach?"
15,Summer,Your what?
15,Summer,"Oh! God! Oh. Oh, my gosh. Oh! God! Mom!"
15,Beth,"Sweetheart, are you okay? I didn't mean to --"
15,Summer,I'm gonna have a bruise! It's picture day!
15,Beth,"It's not, don't overreact. I can clean it up."
15,Summer,I want the police to take me!
15,Summer,"Morty, give a gun to the lady that got pregnant with me too early and constantly makes it our problem."
15,Beth,"Thank you, sweetie."
15,Cross Teddy Bear,"Beth, Beth, please!"
15,Beth,I thought it was too good to be true that we'd have compatible kidneys.
15,Rick,"Come on, man. Haven't we ever had an uncomfortable silence or an awkward fart on a road trip? Come on, Pencilvester. Give me anything."
15,Pencilvester,"Rick, I'm Pencilvester. Listen to that name. You can't kill me."
15,Rick,You're right.  Kill Pencilvester.
15,Tinkles,"Summer, I've always loved you!"
15,Summer,Yep.
15,Summer,"Oh, my god!"
15,Morty,I-I-I thought you went to a concert!
15,Summer,We forgot the tickets! Why in the kitchen?!
15,Morty,I do it everywhere! Stop shaming me!
15,Summer,You're not the victim here!
15,Morty,"I hate you, and I was thinking about your friend Grace!"
15,Summer,Aaaaaah!
15,Mr. Beauregard,Ah. Master Rick. Remember when you weren't going to shoot me?
15,Rick,I guess I did the butler! Ha ha! Does -- d-does that scan?
15,Ghost in a Jar,"Oh, I-I get it. It's a play on ""the butler did it."""
15,Rick,"Thanks, ghost in a jar. You always were good at pointing out potentially obscure comedy."
15,Jerry,"You got to hide me, Sleepy Gary."
15,Sleepy Gary,"Don't worry. I have a plan. If we can get to my boat, there's a --"
15,Jerry,No. No! Send me to Gary. I want to be with Gary.
15,Beth,Whoa. What the hell?
15,Jerry,Look out for that homeless guy!
15,Beth,Open the door! Open the door! Open the door!
15,Jerry,There isn't time! Just run!
15,Beth,Get out here and help me!
15,Jerry,They say you shouldn't do that! Just run!
15,Beth,"Ugh. Sorry, Jerry. You're real."
15,Jerry,I'm a parasite!
15,Beth,"Yeah, but you're real."
15,Jerry,
15,Beth,"Uh, uh, I need time to forget about Sleepy Gary."
15,Jerry,"Me, too."
15,Rick,"From now on, let's all be careful to wash our hands when we get back from outer space. That goes for everyone."
15,Jerry,This is depressing. We killed every good person in the house. We're what's left? What a family.
15,Rick,"At least we're real, Jerry. We're real. Rikki tikki tavi!"
15,Mr. Poopybutthole,"Ooh, whee! Amen to that. Now, this little poopypants is hungry. Will somebody pass me a pork chop?"
15,Mr. Poopybutthole,"Huh. I-is -- is something wrong, Beth?"
15,Rick,"No, Beth!"
15,Mr. Poopybutthole,"Oh, fuck."
15,Beth,"Wait, but I --"
15,Mr. Poopybutthole,"Oh, Beth! Why?!"
15,Jerry,"I need an ambulance! There's been a shooting. My wife shot... Uh, my -- my wife shot a long-time family friend."
15,Mr. Poopybutthole,Why?
15,Summer,"Oh, my god, oh, my god, oh, my god, Mr. Poopybutthole."
15,Beth,I-I thought --
15,Morty,Keep breathing!
15,Mr. Poopybutthole,"Oh, god. What's happening?"
15,Morty,Look at me! Look at me! Don't -- don't fall asleep!
15,Mr. Poopybutthole,"Is -- is this what bleeding to death is? Oh, whee. Is this how I die?"
15,Rick,"Oh, geez! Oh, my god!"
15,Mr. Poopybutthole,"Why would you do this? Beth. It's not supposed to hurt. I-I thought...  Ooh, whee."
15,Beth,"Oh, he -- he's looking a lot better."
15,Rick,"Listen, Beth, don't torture yourself. I made a similar mistake years ago, but, you know, on a planetary scale."
15,Beth,"Is, um, is he mad at me?"
15,Rick,"He's not pressing charges. I mean, that's got to be the ""you shot me"" equivalent of not being mad."
15,Beth,Can he have visitors?
15,Doctor,"He'd like to be alone. He told me to tell you he's sorry you didn't have bad memories of him? If you love him, you should leave."
15,Rick,And that's the wa-a-a-a-y the news goes.
16,Man,"Hey, golf is easy now!"
16,Man,Aahh! Golf is hard again! Golf is hard agaaaaaaain!
16,Terry,"The view here is the same as yours, Jim. A giant head has entered Earth’s gravity, triggering climate change and natural disasters we thought were impossible for at least another eight years."
16,Jim,"Let’s not make this political, Terry. Do we know what this giant head wants?"
16,Giant Head,SHOW ME WHAT YOU GOT.
16,Giant Head,SHOW ME WHAT YOU GOT. I WANT TO SEE WHAT YOU GOT.
16,Rick,"Oh boy. Time to go, Morty."
16,Morty,"Uhh, where?"
16,Summer,"Is it God? If it’s God, do we get out of school?"
16,Beth,"It’s not God, Summer."
16,Jerry,"She’s allowed to think it’s God if she wants, honey!"
16,Beth,"Shut up, Jerry."
16,Jerry,Ok…
16,Beth,"Dad, what do you know about this?"
16,Rick,Morty and I are going to look into it. You guys hold tight.
16,Mr. Goldenfold,"Scary stuff, huh? Pretty freaky. Hi, I’m Morty’s math teacher. I’m also part of the street team inviting folks to the church downtown so we can pray together."
16,Beth,How is praying going to help?
16,Mr. Goldenfold,"Ma’am, a giant head in the sky is controlling the weather. Did you wanna play checkers? Let’s be rational! I’ll see you at God’s house!"
16,President,"Gentlemen, gentlemen, one at a time! Simon?"
16,Simon,"SETI, NORAD, and every broadcaster on the planet are attempting to show this being what humanity’s got. String theory, world history, the human genome."
16,Nathan,"Have you tried sending it launch codes? Mr. President, what America’s got is 70,000 megatons of KABOOM-BOOM! And I say we show it right up this floating head’s ass!"
16,Guards,Hold it! Don’t move!
16,Rick,Stay back! This watch turns people into snakes!
16,President,Stand down. Everybody stand down! I’m the leader of these people and I’m unarmed. There’s no need for any more snake-makery.
16,Rick,My name is Rick Sanchez. This here’s my grandson Morty.
16,Everyone,"Hi, Morty."
16,Morty,Hey.
16,Everyone,"Seriously, that’s impossible, etc…"
16,Simon,You mean like Vivaldi?
16,Rick,"No, Frasier. A live performance of a newly-written, catchy, original song. The Cromulon feed on the talent and showmanship of less-evolved lifeforms."
16,President,"All right, all right. Thank you, Mr. Sanchez. Change of plan, people. Get me Pharrell, Randy Newman, Billy Corgan, and The-Dream.  The-Dream? He wrote “Umbrella” and “Single Ladies”? You people haven’t heard of The-Dream?"
16,Rick,You’re gonna wanna put them on that giant speaker system at your sonic testing facility at Area 51.
16,Nathan,How do you know about that?
16,President,"For God’s sake, Nathan, the man turns people into snakes. He can use Google Maps."
16,Aide,"Sir! Pharrell, Newman, Corgan, and that Dream guy. They’re all dead."
16,President,What? How is that possible? Do people just die when I name them?
16,Aide,"The Grammys, sir. There was an earthquake and all the musicians...  All the famous ones, they’re gone."
16,President,Dear God.
16,Aide,"Hold on, sir, just a minute. Ice-T survived. He’s inbound on an F-15, ETA two hours."
16,Rick,"Good luck, Mr. President."
16,Simon,"Sir, the magnetic poles are about to reverse. In two hours, there may not be an Earth to save."
16,President,Sanchez! Are you a musician?
16,Rick,"I dabble, Mr. President."
16,President,Get this man and his grandson on a Blackhawk to Area 51.
16,Father Bob,"People! Everyone! Remain calm! Every crisis of faith is an opportunity for more faith! When God deals you an 11, you don’t fold! You double down, and always hit on a soft 16. That means you, Jews."
16,Jew,"I beg your pardon, pastor, but the last I looked outside, it seems to be you that’s been dealt the weak hand. Jews rule!  Nobody? Ok, tough church."
16,Principal Vagina,"Hi, Principal Vagina. The name’s real, possibly Scandinavian. I’m just gonna come out and make this pitch. The old gods are dead. Fuck all previous existing religions. All hail the one true god, the giant head in the sky."
16,Principal Vagina,"Ah, di di di di.  Bob, Bob, I get it. But unless this  can beat that… what have you done for me lately?  So if you wanna excuse me, I’m going out on the sidewalk and dropping to my knees and pledging my eternal soul to the thing that literally controls the fucking weather!  Outta my way!"
16,Pastor Bob,"Ok, if sanity’s been restored to this assembly, I’d like to talk about the cost of repairing our new organ. Sally, the plate, please."
16,Mr. Goldenfold,"Ohhhh, this is my favorite part!"
16,Morty,"Rick, are you really a musician?"
16,Rick,"Who’s NOT a musician, Morty?"
16,Morty,Me!
16,Rick,"Yeah, not with that attitude."
16,Jump Master,"We’re in the drop zone! I’m the jump master! My name’s Jamey! With an E-Y! Go, go, go!"
16,Morty,B-b-but we don’t have a song!
16,Principal Vagina,"Giant head in the sky, please forgive all that we’ve done. We’re sorry for increased levels of emissions and our racism. And of course, the amber alerts I keep ignoring on my phone."
16,Rick and Morty,WhooooOOOOAHHHH!!!!
16,Rick,"All right, Morty, let’s get ready to do it! Why don’t you, uh, find a button on one of those keyboards and lay down some kind of beat?"
16,Morty,"Rick, I think we need to cut our losses. We get our family and portal out of here!"
16,Rick,"Morty! Good music comes from people who are relaxed. Just hit a button, Morty! Gimme a beat!"
16,Morty,"Oh man, ok, all right, um…"
16,Rick,Ahhhhh yeahhhhh
16,Nathan,Get… schwifty? What the hell is that?
16,President,"It’s our world’s best effort, that’s what."
16,Rick,Take off your pants and your panties
16,Nathan,Mr. Bulldops?
16,President,"Don’t analyze it, Nathan. It’s working!"
16,Rick,Take a shit on the floor
16,Pastor Bob,And third-level donors get our all access family pass.
16,Summer,Listen! The storm is stopping!
16,Rick,"Hey, take your pants off"
16,Giant Head,Hmmmm.
16,Principal Vagina,Please be kind to us for we are but tiny things with entire bodies stuck to your ground.
16,Giant Head,I LIKE WHAT YOU GOT. GOOD JOB.
16,Beth,"Now hold on a second, let’s be rational about this."
16,Beth,"No, I’m… I’m just saying, we don’t know if there’s a cause-effect relationship --"
16,Beth,"Oh, God, what’s going on now?"
16,President,What the hell happened?
16,Aide,"Mr. President, you’re gonna wanna see this."
16,Rick,I think planet Earth has just been transported.
16,Principal Vagina,The head has left and sent its children!
16,Beth,Holy CRAP!
16,Summer,"Oh dear giant head, we apologize for that discussion! It will never happen again!"
16,Simon,"Sir, we’ve started picking up on a garbled signal. We’re decrypting it now."
16,Cromulon,"WE ASKED THEM TO SHOW US WHAT THEY GOT. AND THEY DID. NOW WE’LL SEE WHICH OF THEM HAS GOT THE MOST. 24 HOURS, FIVE PLANETS, FIVE SONGS. BUT IN THE END, THERE CAN ONLY BE ONE. PLANET MUSIC! All participation is involuntary. Disqualified and losing planets are disintegrated by plasma ray."
16,Rick,"Uhh, it’s probably a bad time to mention it, but any astronauts you guys had in orbit are definitely dead."
16,Cromulon,"Welcome back to Planet Music! First up, let’s hear the latest song from planet Parblesnops. The Greebybobes! SHOW ME WHAT YOU GOT."
16,Greebybobe,"Hold it, hold it, stop! Music isn’t about competition or captivity! If you love music, you love freedom. Let these worlds be free, please!"
16,Cromulon,DISQUALIFIED!
16,Cromulon,There’s one every season. Moving on to planet Arbolez Meterosos. Arbolian Meterososians. SHOW US WHAT YOU GOT.
16,Arbolian Meterososian,"Ah two, three, four…"
16,Aide,"Rick, Morty, Ice-T. The timetable’s moved up. Earth’s on in six hours."
16,Morty,Like we’re not already under enough pressure!
16,Rick and Ice-T,Whoa ho ho ho ho!
16,Rick,"Geez, Morty. The guy’s just doing his job. Take it easy."
16,Morty,"Rick, Ice-T, could you guys take it less easy?! We’ve got six hours to come up with a song!"
16,Rick,"Genius happens in the moment, Morty."
16,Morty,"Well, can we at least go get our family? You know, so we can take them with-with-with us if we lose?"
16,Rick,"That’s planning for failure, Morty. Even dumber than regular planning.  Balls."
16,Rick,"Morty, Morty, stop! Listen! There’s only so much charge left in this thing. If we portal home from here and back, we’re not gonna have enough charge left to get off-world. Get it?"
16,Morty,What?!
16,Morty,Stop saying it like it’s a thing! You made it up!
16,Rick,"Hey, Morty! Could you lick my…"
16,Morty,"Rick, cut it out! That’s not funny, Rick!"
16,Nathan,I’ve seen enough. These guys are one-hit wonders.
16,President,"And what’s your plan, General?"
16,Nathan,"We still have the nuclear option. On my word, we can launch a nuclear missile at every one of those heads in the sky."
16,President,"Our planet’s held captive on a live game show and your solution is to shoot the audience? You can put your faith in nukes if we get through this, General. Until then, I’ll put mine in Rick and Morty. “Get Schwifty” was a jam."
16,Principal Vagina,"Hello? Yes sir, yeah. Thank you sir, thank you. He says he’s proud of what we’re doing and hopes we have a great Ascension Festival! Happy Ascension!"
16,All,Happy Ascension!
16,Beth,We should pack up and leave town now.
16,Jerry,"I think it’s inspiring that our community is coping with fear in a way that involves a festival and homemade ice cream. If you’d stop being such an evangelical atheist, you might start enjoying yourself."
16,Jerry,Whoa! Look at you! You’re wearing the hat and everything!
16,Summer,"Here’s yours!  Mom, do you mind if I cook dinner tonight?"
16,Beth,"Yeah, sure. Wait, what??"
16,Summer,I love you guys. You gave me life. And it’s the will of the many heads that all children honor their parents.
16,Beth,Dinner sounds nice.
16,Ethan,"Pardon, Mr. and Mrs. Smith. Summer, are you coming to the Ascension?"
16,Summer,"Father, can we please go to the Ascension?"
16,Jerry,Sure! Let’s go to the Ascension. Wh-wh-what is it?
16,Principal Vagina,"We hereby send these un-wantables skyward that they might be inhaled by the many heads, later to be sneezed back to us as better babies!  Headward, free now to rise.  Headward, free now to rise.  Headward, free now to rise."
16,Summer,"Oh yes, yes! Rise to the giant head! You are free to be free!"
16,Ice-T,"A squeegee comes up from the garage, right? And he’s got a lobster in one hand and movie tickets in the other. He’s like, “I’m ready!”"
16,Ice-T,Who would take a lobster to see Iron Man 3?
16,Ice-T,"Aw, damn. We’re out of original flavor Fig Newtons. I should get going anyway."
16,Rick,"Wait, wait, wait! Come on, h-hold on a second!"
16,Morty,What?!
16,Ice-T,Damn. You didn’t tell me you fuck around with portals and shit.
16,Morty,That’s it!
16,Rick,"Whoa, whoa! Morty! Give me that!"
16,Morty,You lied! You lied about the charge! You were just being lazy! Get back! Sit down!
16,Rick,"Morty, just put it down. You don’t know what you’re doing."
16,Morty,I’m going to go find Mom and Dad.
16,Rick,Nooooo!
16,Rick,"Ahhhh, shit!"
16,President,"Ah, shit."
16,Morty,"Ahhh, shit."
16,Summer,And then Ethan played guitar and we learned the Seven Contemplations of the Head by singing them. It was really fun. Praise be the head!
16,Jerry and Beth,Praise be the…
16,Jerry,Yeah.
16,Principal Vagina,"Hi folks, Head Priest Vagina. Thanks for farming all those potatoes. It’s 6 p.m., so if you’re a parent, you’re now entitled to adoration from your children."
16,Summer,I’m going to start dinner!
16,Beth,I don’t know what to say. Summer is doing really well here.
16,Jerry,"She’s aced every test in potato class, and look how important potatoes have become."
16,Beth,She’s not getting pregnant or doing drugs or missing curfew…
16,Balloon Man,Please help me! You can reach me if you try. Please help me!!
16,Beth,That’s not our business as long as Summer is thriving!
16,Summer,Taco time!  I hope it pleases you as the head desires.
16,Beth,"That’s wonderful, Summer!"
16,Jerry,"We’re so proud of you. But honestly, you don’t have to make dinner every night."
16,Summer,"Of course I do, silly!  Oh my God, daddy, I’m sorry I called you silly! I’m so sorry!  Heavenly head and cranial creator! Forgive my transgressions against family and community! May my chores complete me as I complete them!"
16,Birdperson,Morty.
16,Morty,Birdperson?
16,Birdperson,"You appear to be dying. I will make efforts to prevent this, but can promise nothing."
16,Rick,"Wh-What do you think, Ice? Probably a little over-developed."
16,Ice-T,"Shit. Over-developed, under-developed. Bad songs are bad songs."
16,Rick,"Well, do you think maybe, could you give me some help with it, or… ?"
16,Ice-T,"Ah, hell no, man. You do your thing, but I can’t afford to get my pride wrapped up in your shame. You know what I’m sayin’?"
16,Ice-T,"Pfff. I ain’t worried about no Earth blowin’ up, man."
16,Rick,What? Why not?
16,Ice-T,"Yo, this is why."
16,Rick,What the fuck? You can turn into ice?
16,Ice-T,"My story begins at the dawn of time in the far away realm of Alphabetrium. There, every being is a letter of the alphabet. But I was frozen and exiled to the cosmos by my elders as punishment for not caring enough about anything. Earth is just one of the many stops on my lifelong journey with no destination. So you better believe I don’t care if it blows up! Cause I’ll just be ice, floatin’ through space, like a comet!"
16,Ice-T,"Pshhhh. Man, watch me. Good luck, Rick."
16,President,"Ok, things are getting out of hand. I better make sure Rick has everything he needs to “get schwifty.”"
16,Nathan,"Oh, for God’s sake, that’s enough."
16,President,"What the hell are you doing, Nathan? I’m the goddamn President of the United fuckin’ States!"
16,Nathan,"I’m setting the nuclear option to launch one minute into Earth’s performance. And you, Mr. President, I hope you like being hit in the face with a gun!"
16,President,"Wait, wait, wait, why-why --"
16,Birdperson,I believe I can access the history of Rick’s gun and help you get back to him.
16,Morty,"But can you help me get to my family? You know, at my house?"
16,Birdperson,"Is your intention to abandon Rick using his own portal gun? In bird culture, this is considered a dick move."
16,Morty,"All of Rick’s moves are dick moves! Wh-what am I eating? What is this, bird seed?"
16,Birdperson,It is random debris. I found it in my carpet. I don’t know what humans eat.
16,Tammy,You know what THIS human eats!
16,Birdperson,"Don’t be gross, Tammy."
16,Tammy,Bird… dick.
16,Morty,"Tammy… gross. Birdperson, you always stick up for Rick, but he doesn’t care about anyone but himself. He doesn’t think about the consequences of anything he does."
16,Birdperson,"And as a result, he has the power to save or destroy entire worlds. And he is the reason you and I know each other. And the reason I’m alive at all."
16,Morty,What’s that? Who’s that baby?
16,Birdperson,"Morty, suppose you could retrieve your family from Earth but had to abandon Rick. I could give your loved ones shelter on Birdworld, even jobs, possibly as worm ranchers. How often do you think you might look up at the stars and wonder what might have been had you just put your faith in Rick?"
16,Cromulon,"That was Chunky Tunk with “Full Ming Mong, Empty Gorp Dorp.” Up next, planet Earth!"
16,Morty,Oh God! We’re up?!?!
16,Principal Vagina,"Jerry and Beth, your family is a golden example of what Headism has to offer the world."
16,Beth,The world?
16,Principal Vagina,Headism is a hit. We’re taking it worldwide and would like Jerry to be our church’s “Head” of Advertising.
16,Jerry,You… would?
16,Principal Vagina,"Beth, we’d like to promote you from horse surgeon, straight past human surgeon, to “Head” of Medicine."
16,Beth,That’s my dream! That’s my dream.
16,Jerry,"Thank you. This is all so overwhelming, but, uh… we can’t."
16,Beth,Absolutely not.
16,Principal Vagina,I’m sorry?
16,Beth,"We’ve been waiting 16 years for our daughter to respect us, but the key is, it has to be “our” daughter, not this person she’s become."
16,Jerry,We’ll take our chances raising her without fancy new jobs outside of a potato-based religion.  And you know what? I’m sick of pretending that we’re together because of the kids in the first place! I married you because you’re the love of my life!
16,Beth,"And I‘m lucky to have you and I never tell you that! You know, we will come out of this stronger as a family!"
16,Beth,"Please don’t do this, please don’t do this! Summer!"
16,Jerry,"Summer, listen carefully. I stole a paper clip and I have it in my cheek but I don’t know what to do with it and it hurts."
16,Summer,You’re going to be ok!  You will come back as babies!
16,Jerry,I AM a baby! I’m a baby NOW!
16,Morty,Hello? Is anybody here?  Mr. President!
16,President,This is Bluebird. Code tango-niner-alpha. Abort launch. Abort! Hello?  He’s blocked me out.
16,Morty,"Sir, I need to get to the stage and help Rick get schwifty!"
16,President,"It won’t matter how schwifty you get, Morty. The General’s got nukes set to launch halfway through Earth’s song!"
16,Morty,Oh my God! C-c-can you fly a Blackhawk?
16,President,Can the Pope’s dick fit through a donut?
16,Morty,"Uhhh, I’m not sure?"
16,President,Exactly!
16,Cromulon,SHOW ME WHAT YOU GOT.
16,Rick,"Ahem.  Uhhh… lop-oo-lop-oo-lop-oo-dups, nop-oo-nop-oo-nop-oo-nuts."
16,Principal Vagina,Headward free now to rise!
16,Mr. Goldenfold,Hey! Look at the heads! Looks like the heads are gettin’ angry!
16,President,"I’m really bad at this, Morty! There are way too many buttons on this thing!"
16,Morty,"Mr. President, if I’ve learned one thing today, it’s that sometimes, you have to not give a fuck!"
16,Rick,"Nup-oo-nup-oo-nup-oo-nups… ooh, tough crowd."
16,Principal Vagina,I’m sure that has… that has nothing to do with this.
16,Summer,The heads are displeased!
16,Ethan,Summer!
16,Rick,Morty!
16,Mr. Goldenfold,The heads love this! They love it when we DON’T kill the Smith family!
16,Principal Vagina,No! Stop that! You’re not allowed to interpret the will of the heads!
16,President,Call off the nuclear strike! This is the President. Stop the nuclear missile launch!
16,Nathan,Just launch the missiles!
16,Cromulon,BOO! NOT COOL!
16,Principal Vagina,I’m the only one that speaks to the heads!
16,Cromulon,DISQUALIFIED!
16,Mr. Goldenfold,The heads disqualified Vagina! Get him!
16,Cromulon,DISQUALIFIED! DISQUALIFIED!
16,All,Ice-T?
16,Ice-T,"That’s right, it’s me, Ice-T! I care now! You made me care more! With all due respect, I’d like to hear what Rick and Morty have to play."
16,Morty,"What do you say, Rick?"
16,Rick,I say…  Let’s do it!
16,Rick,All right!
16,Morty,Ohhhh yeahhhh!
16,Rick,"Come on, here we go!"
16,Morty,Ohhhh yeahhhh!
16,Rick,Say it with me!
16,All,Head bent over
16,Principal Vagina,Ohhh my GOOOOODDDD!!!
16,All,Head bent over
16,Cromulon,"After 988 seasons of Planet Music, the Cromulons have decided to declare Earth the final winner and bring our musical reality show to a conclusion. Goodbye!"
16,All,"Yeah, we did it!"
16,Mr. Goldenfold,Did he just say “musical reality show”?
16,Jerry,"Yeah, it’s possible that we may have been correlating some things that weren’t actually related at all."
16,Principal Vagina,HEEEEELLLLPPPP!!!!!
16,Beth,We should go get him.
16,President,"I hope I can call on you again if we need you, Morty."
16,Morty,Sure thing! And I was kinda hoping that I could get a selfie with you?
16,President,"Actually, if you try to tell anyone what happened here, we’ll deny it and probably worse."
16,Morty,Understood.
16,Nathan,DIIIIEEEE!!!!
16,President,Why didn’t he turn into a snake?
16,Rick,"Trade secret, Mr. President. Particle beam in a wristwatch… snake holster on the leg."
16,President,I love this man!
16,Ice-T,"Magnesium-J, Hydrogen-F. Father."
16,Magnesium-J,Word of your selfless acts on the Earth planet have travelled across the galaxy.
16,Ice-T,I have changed. I am ready to rejoin my brethren on Alphabetrium.
16,Magnesium-J,Very well. Your exile ends today!
16,Magnesium-J,Welcome home... Water-T.
16,Purple-P,The Numbericons! They’re attacking!
16,Magnesium-J,Battle stations!
16,Water-T,Father!
16,Magma-Q,I love you son. I should have never turned you to ice.
16,Magnesium-J,"Water-T, where are you going? There’s too many of them!"
16,Water-T,Then I better crunch the numbers.
17,Morty,"Geez, I can't believe we found a version of Earth with a Ball Fondlers movie franchise."
17,Summer,I can't believe the things this reality considers PG-13
17,Morty,"Yeah, I'm pretty jealous."
17,Rick,"Don't be Morty, there are pros and cons to every reality, fun facts about this one; it's got giant telepathic spiders, eleven 9/11's, aaaand the best ice cream in the multiverse!"
17,Summer,Shut up! Morty
17,Rick,We're gonna go get some ice-cream motherfuckers!
17,Rick,Oh great.
17,Morty,"Oh boy. W-what's wrong Rick, is it the quantum carburettor or something?"
17,Rick,"Quantum carburettor? Jesus Morty; you can't just add a sci fi word to a car word and hope it means something. Huh, it looks like something's wrong with the microverse battery - we're going to have to go inside."
17,Morty,Uhm. Go inside what?
17,Rick,"The battery Morty. Be right back Summer; stay put, don't touch any buttons, and ignore all random thoughts that feel -- spider-y."
17,Summer,Wait! You can't leave me here!
17,Rick,"You'll be fine. Ship, keep Summer safe."
17,Ship,Keep. Summer. Safe.
17,Summer,"Egh, wonderful."
17,Man,"Hey, excuse me, hello?"
17,Summer,Uhmm...
17,Man,What you think you're better than me? Nobody's better than me! Ey! ey!
17,Summer,Agh! Aghaaaa!
17,Ship,Keep. Summer. Safe.
17,Thinner Man,"Hey man, what the hell! That was my daughter's paediatrician! Uagha!"
17,Summer,"No! Stop, don't kill him!"
17,Ship,Confirmed.
17,Thinner Man,Uaghuu. Ugh. Uh. Oh God! I can't feel my legs! Help! He-elp!
17,Ship,Summer is safe.
17,Summer,I don't feel safe.
17,Ship,Confirmed.
17,Thinner Man,Oh God help me! Help me! help me please! You can help me.
17,Morty,Oh man. Where are we Rick?
17,Rick,"Morty, remember eight seconds ago when -burp- when you said 'go inside what' and I said 'the battery' and then we showed up here?"
17,Rick,"Morty, remember eight seconds ago when  when you said, ""Go inside what?"" And I said, ""The battery""? And then we showed up here, and I wasn't like, ""Whoa, this is unexpected. This is not what I was expecting, Morty. What a perplexing mystery this is."""
17,Morty,"All right, all right. We're inside the battery. I get it. You don't have to bust my balls."
17,Rick,"Huh, this isn't right. This pipe's supposed to be sending 20 terawatts of juice up to the engine, Morty."
17,Rick,Instead we've got... zero? Now what are these people doing?
17,Morty,"W-w-w-whoa, people?"
17,Rick,"It's time for some hands-on engine repair.All right, Morty, hold on to something."
17,Morty,Whoa!
17,Morty,"Holy crap! I thought we were inside your car battery, Rick. T-t-this is like a whole p-planet or something."
17,Rick,"Thanks, Morty. I'm pretty proud of this bad boy. Check it out."
17,Rick,"I put a spatially tessellated void inside a modified temporal field until a planet developed intelligent life. I then introduced that life to the wonders of electricity, which they now generate on a global scale. And, you know, some of it goes to power my engine and charge my phone and stuff."
17,Morty,You have a whole planet sitting around making your power for you? That's slavery.
17,Rick,"It's society. They work for each other, Morty. They pay each other. They buy houses. They get married and make children that replace them when they get too old to make power."
17,Morty,That just sounds like slavery with extra steps.
17,Rick,"Ooh-la-la, someone's gonna get laid in college."
17,Anchor,"It appears we are being revisited by the alien known as Rick, who once gave our world the gift of gooble box technology, which, when stomped on, generates electricity, powering our homes and businesses, improving our daily lives, while safely removing the dangerous waste power to a special disposal volcano. But why has Rick returned? And what will he say when he hears the big news? Let's find out."
17,Morty,"You need to tell these people they're in a battery, Rick. It's messed up. There's caterers down there. Th-th-they're setting up chafing dishes."
17,Rick,"Would you relax, Morty? There's nothing dishonest about what we're doing. Now slap on these antennae. These people need to think we're aliens."
17,Morty,What? Why?
17,Rick,Obviously  you really  know nothing about car repair.
17,Rick,"Wait for the ramp, Morty. They love the slow ramp. Really gets their dicks hard when they see this ramp just slowly extending down."
17,Rick,Greetings!
17,Rick,"Morty, you got to flip them off. I told them it means ""Peace among worlds."" How hilarious is that?"
17,Rick,Coming through. Two real aliens walking through here.
17,Mr.President,"Rick, our alien friend."
17,Rick,"Uh, Mr. President, um, couldn't help but notice that you were having problems generating power."
17,Mr.President,"That's correct.  We've evolved. Our most brilliant scientist, Zeep Xanflorp, has developed a source of energy that makes gooble boxes obsolete."
17,Rick,I would love to see it.
17,Mr.President,Fuck you.
17,Rick,What did you say to me?!
17,Mr.President,"""Fuck you."" Y-you told me it means ""much obliged""."
17,Rick,"Oh. Right. Uh, b-blow me."
