episode_num,season,Line_num,character,line
22,3,28,Jerry,"Well, when you're not sure what you do for a living, you can make your own rules."
22,3,29,Beth,"Summer, show your father some respect. He's pulling down a six-chewable figure income."
22,3,30,Conroy,"I'll get that in a moment. How are everyone's pills? Oh, Morty, you've hardly touched your pills."
22,3,31,Morty,"I kind of had big pills for lunch, and I  wasn't gonna eat any more pills.  Thank you, Conroy."
22,3,32,Jerry,"You spoil us, Conroy."
22,3,33,Summer,Grandpa Rick wouldn't put up with this!
22,3,34,Beth,Stop saying his name! He abandoned us.
22,3,35,Jerry,Willem Dafoe! Th-That's the guy I couldn't think of this morning.
22,3,36,Beth,"Don't make my mistake, Summer. Don't deify the people that leave you. You'll end up a horse surgeon in a world controlled by aliens whose medicine keeps horses  healthy forever.  Horses live longer than tortoises now. Is that what you want for yourself?"
22,3,37,Summer,Maybe I just want you to care if I run away yelling!
22,3,38,Conroy,Who saved room for pill brûlée?
22,3,39,Jerry,Ooh!
22,3,40,Convelious Daniel,"I can see why you chose this family-friendly restaurant to represent your cerebellum. So safe, so comfortable, so Shoney's. But admit it, Rick -- you're going crazy cooped up in here. Let's go visit some memories."
22,3,41,Rick,"Oh, any particular ones? You want to see my first boner, or should we go straight to the moment I discovered interdimensional travel?"
22,3,42,Cornvelious Daniel,
22,3,43,Rick,"' Ooh, your little flappy doodles are twitching. Does that mean you're aroused, or did you just get a signal that one of your buddies found a grape?"
22,3,44,Cornvelious Daniel,"It's arousal. Yes, I'd like very much to visit the memory of you inventing your portal gun."
22,3,45,Rick,"Yeah, well, tough titties."
22,3,46,Convelious Daniel,"There's no tougher titty than a psychotic break, Rick."
22,3,47,Rick,"Well, that depends on who breaks first -- me or the titty."
22,3,48,Cornvelious Daniel,Someone special you remember? Is that your memory of her out there -- between where you were on 9/11 and your favorite sports blooper?
22,3,49,Cornvelious Daniel,"If we stay here, you'll die, along with all your memories. If you take me where I want to go she'll be there, too, won't she?"
22,3,50,Rick,The day I invented the portal gun is the day I lost her.
22,3,51,Cornvelious Daniel,"Oh, that sounds cool. I can get what I want and you can say goodbye."
22,3,52,Rick,"Fine, but I'm driving."
22,3,53,9/11 Memory Rick,--as an excuse to strip away our freedom!
22,3,54,Morty,Huh? What are you -- What are you doing?
22,3,55,Summer,"Grandpa Rick must have some secret lab, right? With, like, laser guns and jets packs and a space tank! And we can go break him out of prison! Look at these dead flies! Maybe if we arrange them in a certain order, it plays a hologram or it opens a secret door."
22,3,56,Morty,"Summer, you're freaking me out. I know things have changed a lot, and I know you miss Rick, but getting him back wouldn't make things better. And, you know, we're not doing so bad."
22,3,57,Summer,"We're miserable, Morty! There's a mandatory curfew, their weird calendar made me 47, and they weaponized the Eiffel Tower!"
22,3,58,Morty,"Hey, I like being 35. I-I can rent a car now."
22,3,59,Summer,"Because you suck! You've been keeping your lip zipped about it since Grandpa got arrested, but the fact is, you're freaking stoked to bail on him."
22,3,60,Morty,"He bails on everybody! He bailed on Mom when she was a kid! He -- He bailed on tiny planet! And in case I never made this clear to you, Summer, he bailed on you. He left you to rot in a world that he ruined because he doesn't care! Because nobody's special to him, Summer, not even himself. So, if you really want your grandpa back, grab a shovel. The one that won't let you down is buried in your backyard!"
22,3,61,Summer,You're right!
22,3,62,Morty,"What?! No, I'm not right. I-I was using ghoulish overkill! Ghoulish overkill, Summer!"
22,3,63,Morty,"Oh, God! Oh, God! Whoa, whoa!"
22,3,64,Cornvelious Daniel,Where are we going?
22,3,65,Rick,To the day it all began and ended. The moment that changed everything.
22,3,66,McDonald's Drive-thru speaker,Welcome to McDonald's. Can I take your order?
22,3,67,Rick,"Yeah, I'd like to get a 10-piece McNugget and a bunch of the Szechuan sauce. Like, as much as you're allowed to give me. In 1998, they had this promotion for the Disney film ""Mulan,"" where they -- where they -- they created a new sauce for the McNuggets called Szechuan sauce, and it's delicious! And then they got rid of it, and now it's gone. This is the only place we're gonna be able to try it, is in my memory."
22,3,68,Cornvelious Daniel,"Rick, you're doing this bit while your brain is melting."
22,3,69,Rick,"Okay. All right, all right."
22,3,70,Cornvelious Daniel,Is that--
22,3,71,Rick,Me. I used to wear blue pants.
22,3,72,Cornvelious Daniel,When'd you make the leap to interdimensional travel?
22,3,73,Rick,I didn't. I did.
22,3,74,Rick Prime,"Well, well, well. If it isn't us. You know the worst part about inventing teleportation? Suddenly, you're able to travel the whole galaxy, and the first thing you learn is, you're the last guy to invent teleportation. Fortunately, you're about to invent something much more powerful."
22,3,75,Cornvelious Daniel,
22,3,76,Young Rick,What?
22,3,77,Morty,"Summer, nobody has to know about that. We could put it right back and pretend we never saw it, like we did with Dad's mannequin leg."
22,3,78,Summer,"Fine, stay here. I'll rescue Grandpa myself."
22,3,79,Morty,And how are you gonna do that?
22,3,80,Summer,I don't know yet. I'll make it up as I go. That's what Grandpa Rick does. That's what heroes do.
22,3,81,Morty,"Y-You want to see what a hero Rick is? I-I'll bring you somewhere, Summer. Um-"
22,3,82,Conroy,"My goodness, children.  Relinquish the illegal technology to the nearest Federation representative.  And then we'll all play Balderdash."
22,3,83,Conroy,"Oh, my goodness! Oh, oh! My goo--"
22,3,84,Summer ,"Oh, my God. I have that exact same top."
22,3,85,Summer,"What is this place? And what's with ""Hunger Games"" Summer?"
22,3,86,Morty,That's my sister. This used to be my home.
22,3,87,Rick Prime,"Imagine doing anything you want, then hopping to a timeline where you never did it. Imagine going anywhere, anytime, with nobody able to stop you."
22,3,88,Young Rick,Sounds lonely.
22,3,89,Rick Prime,"Lonely? Dude, you have yourself -- your infinite selves. It's a nonstop party where all the guests are the only person we like. You think it's cool being the smartest man on Earth, but once we give you this technology, you become the smartest thing in every conceivable universe -- the Infinite Rick, a god."
22,3,90,Young Rick,"Eh, pass."
22,3,91,Rick Prime,"Excuse me? Bro, Ricks don't pass on this. Who do you think you are?"
22,3,92,Young Rick,"A different kind of Rick, I guess."
22,3,93,Rick Prime,"Well, we'll see how long that lasts."
22,3,94,Diane,I heard sci-fi noises. Did you make a breakthrough?
22,3,95,Young Rick,"Sort of. I just took a long look at myself, and I don't think this science thing is gonna pay off."
22,3,96,Diane,"Well, why don't I get Beth and we'll go out for ice cream?"
22,3,97,Young Rick,"That, Dianne, is the last great idea that will ever be had in this garage."
22,3,98,Summer,"Good roasted Cronenberg, I assume. Mom, you're looking feral. I can't believe Rick did this."
22,3,99,Morty,"These are the parts of Rick's adventures you don't get to see -- the parts he leaves behind. All right, it's been great, guys. I really only wanted to stop by here for a quick ""I told ya so."" So, uh--"
22,3,100,Jerry ,Looking for this?
22,3,101,Morty,What are you doing with that?!
22,3,102,Jerry ,It stinks of Rick.
22,3,103,Morty,No! Why?! Why would you do that?! W-W-What is the matter with you people?!
22,3,104,Jerry ,You can never leave. She cannot remain.
22,3,105,Summer ,She stinks of Rick.
22,3,106,Morty,Hold your fire! Hold your fire! I'm Morty C-137.
22,3,107,Guard Rick,We detected a compromised portal gun. Where is your Rick?
22,3,108,Summer,He's in prison.
22,3,109,Morty,Summer.
22,3,110,Summer,He got captured by the Federation and we were going to rescue him.
22,3,111,Guard Rick,Very troubling. We can't risk Citadel secrets falling into the Federation's hands. We'll dispatch SEAL Team Ricks immediately to break into the prison holding C-137.
22,3,112,Summer,Boo-yah!
22,3,113,Guard Rick,Aand assassinate him.
22,3,114,Summer,Boo-nah?
22,3,115,Young Rick,"Come on, girls! The ice cream's gonna melt."
22,3,116,Cornvelious Daniel,
22,3,117,Young Rick,Nooooooo!
22,3,118,Cornvelious Daniel,Wow. This sauce is fucking amazing. You said it was promoting a movie?
22,3,119,Young Rick,"Carry the three, add a two. I got it. I fucking got it."
22,3,120,Cornvelious Daniel,"Whoa. I-Is that it, the portal gun?"
22,3,121,Rick,Yeah. That's the three lines of math that separates my life as a man from my life as an unfeeling ghost.
22,3,122,Cornvelious Daniel,"Awesome-possum.  Mission Control, you getting this?"
22,3,123,Gromflomite Worker,"Holy shit, yes! Yes, we got it!"
22,3,124,Cornvelious Daniel,"Yeah! Thanks, Rick. I'll try to remember to shut off the brainalyzer. Actually, I think it shuts off automatically once your brain is liquid. Don't know, don't care. Pull me out.  Hey, pull me out! Can you hear me?"
22,3,125,Rick,"Nope, they cannot."
22,3,126,Cornvelious Daniel,Why not?
22,3,127,Rick,"Because the code you just uploaded wasn't actually my portal-gun formula, it was a virus giving me full control over the brainalyzer."
22,3,128,Cornvelious Daniel,What are you talking about? This is a memory. Y-You can't alter details of a memory.
22,3,129,Rick,"True, but you can alter anything you want about a totally fabricated origin story."
22,3,130,Cornvelious Daniel,It's a trap! Abort! I'm still in his Shoney's! Repeat -- we never left his Shoney's!
22,3,131,Rick,"Mission accomplished, boys. Pull me out."
22,3,132,Gromflomite Worker,Roger that.
22,3,133,Rick,"Okay, have fun in what's left of my brain. I'm gonna transfer to yours. Oh, there's not enough room for all my genius, so I'm leaving you with my fear of wicker furniture, my desire to play the trumpet, my tentative plans to purchase a hat, and six years of improv workshops. Comedy comes in threes."
22,3,134,Cornvelious Daniel,It's a trap! Abort! We never left his --   No!
22,3,135,Cornvelious Daniel/Rick,"Another day, another dollar. Am I right great insect creature or whaaat?!"
22,3,136,Gromflomite Captain,"Congratulations, Agent. You'll be highly commended for this."
22,3,137,Cornvelious Daniel/Rick,Always wait for permission to  feel accomplishment. That's my motto.
22,3,138,Gromflomite Captain,One thing still perplexes me -- why would Rick Sanchez turn himself in?
22,3,139,Cornvelious Daniel/Rick,"Well, I'm just a dumb-ass bug, but it's possible Rick knew he'd be interrogated at this facility, where we not only keep our most wanted, but our most sensitive data. Anyone here with level-nine access could  I don't know, collapse a government. I'm just gonna go take a dump. Is it cool if I use the level-nine bathroom? W-W-What's the level-nine master access code again?"
22,3,140,Gromflomite Worker,"Oh, that's easy. 8-3--"
22,3,141,SEAL Team Rick leader,Yeah! SEAL Team Rick's in the house!
22,3,142,SEAL Team Rick leader,"D-99, y-you okay?"
22,3,143,Rick /Rick,I'm bummed I didn't get to give that insect dick a test-drive.
22,3,144,Braided Rick,"Wait, wait, wait, wait! T-The Council of Ricks sent us. We have your Morty and Summer. They're prisoners on the Citadel."
22,3,145,Rick/Rick,Great!
22,3,146,Braided Rick,
22,3,147,Speaker system,Security breach in room 6755.
22,3,148,Rick/Rick,"Lovely. Not only is my plan screwed up, I also forgot how to improvise."
22,3,149,Speaker system,All security people approach.
22,3,150,Rick/Rick,
22,3,151,Speaker system,Security breach.
22,3,152,Summer,A city of Grandpas?
22,3,153,Morty,It's the Citadel of Ricks. All the different Ricks from all the different realities got together to hide here from the government.
22,3,154,Summer,"But if every Rick hates the government, why would they hate Grandpa?"
22,3,155,Morty,Because Ricks hate themselves the most. And our Rick is the most himself.
22,3,156,Guard Rick,"Not anymore, homey. SEAL Team Ricks turned his unibrow into two brows -- with a bullet.  Your Rick's dead! Your Rick's dead!"
22,3,157,Worker Rick,"Sir, Rick D-99 is returning from the mission alone. Apparently, SEAL Team Ricks suffered heavy casualties."
22,3,158,Commander in Chief Rick,Bring him in.
22,3,159,Worker Rick,He says he'll only talk to a Rick with higher clearance.
22,3,160,Commander in Chief Rick,"La-di-da. Give me that. D-99, this is the commander in chief of the Citadel's militia."
22,3,161,Rick/Rick,Go -- good enough.
22,3,162,Commander in Chief Rick/Rick,He's a spy. Blow him up. I'm gonna go take a shit.
22,3,163,Riq IV,"Operating an unregistered portal gun, radicalizing a Summer, conspiring with a traitorous Rick. How do you plead?"
22,3,164,Morty,How is this a fair trial? O-Our lawyer is a Morty.
22,3,165,Riq IV,"It's not fair, you have no rights, and he's not a lawyer. We just keep him here because he's fun. Look at him go."
22,3,166,"""Lawyer"" Morty","Ha ha, yeah!"
22,3,167,Riq IV,"We'll be lenient if you renounce your Rick. What say you, Summer?"
22,3,168,Summer,"I say fuck you! My grandpa was my hero. You killed him because you were jealous of him. That's pretty obvious from the haircuts. So do what you want to me, but let my brother go. He already renounced Rick."
22,3,169,Riq IV,Morty?
22,3,170,"""Lawyer"" Morty",
22,3,171,Morty,"What? N-No, I don't want to see your Pog collection. I don't renounce Rick, and I never have. I was just trying to protect my sister. I wanted you to have a normal life. That's something you can't have when Rick shows up. Everything real turns fake. Everything right is wrong. All you know is that you know nothing and he knows everything. And, well -- well, he's not a villain, Summer, but he shouldn't be your hero. He's more like a demon or a super fucked up god."
22,3,172,Riq IV,"Let's not suck the ghost of his dick too hard. He was a terrorist, and now he's dead."
22,3,173,Morty,"Oh, yeah? If you think my Rick's dead, he's alive. And if you think you're safe, he's coming for you!"
22,3,174,Council of Ricks,
22,3,175,Commander in Chief Rick/Rick,
22,3,176,Teleportation Worker Rick,"Hey, whoa, whoa! What are you doing in here? This area's for teleporting the entire Citadel to somewhere else using only buttons and dials."
22,3,177,Commander in Chief Rick/Rick,"Yeah, well, it's a bad idea to have it designed that way then, isn't it?"
22,3,178,Teleporter Worker Rick,What the fuck? We just teleported into a galactic federal prison.
22,3,179,Commander in Chief Rick/Rick,I'm gonna go take a shit.
22,3,180,"""Lawyer"" Morty","Order in the court! Whoa! What the hell?! Oh, my God!"
22,3,181,Kidnapped Morty,
22,3,182,Random Rick,"Wait, wait, wait, wait! No, no, no!"
22,3,183,Hammerhead Morty,Whoa!  Whoa!
22,3,184,Quantum Rick/Rick,"The Citadel's been teleported to  Federation space. It's doomed. This has to be C-137, you guys. What are we gonna do?! You know he's coming for us."
22,3,185,Riq IV,"All right, calm down! We have his Summer as a hostage. Obviously, I get her. You guys play Rick, Laser, Scissors for the Morty."
22,3,186,Zeta Alpha Rick,W-W-What the hell is that?
22,3,187,Quantum Rick/Rick,Payback.
22,3,188,Council of Rick,
22,3,189,Summer,Grandpa Rick!
22,3,190,Rick,Duh!
22,3,191,Summer,You're alive!
22,3,192,Morty,Rick!
22,3,193,Rick,"Morty, take this. You're gonna need it later."
22,3,194,Ricktiminus Sancheziminius,"Hold on, hold on. Whoa!"
22,3,195,Riq IV,"That's enough, Rick."
22,3,196,Rick,What -- What's this supposed to accomplish? We have infinite grandkids. You're trying to use Disney bucks at a Caesar's Palace here.
22,3,197,Summer,"That's a bluff. He's bluffing, sir. He loves me."
22,3,198,Riq IV,"You're a rogue Rick -- irrational, passionate. You love your grandkids. You came to rescue them."
22,3,199,Rick,"I came to kill you, bro. That's not even my original Summer."
22,3,200,Summer,"Oh, my God. He's not bluffing. He's not bluffing!"
22,3,201,Morty,R-Rick?
22,3,202,Riq IV,Why not shoot through her?
22,3,203,Rick,"20 yards, nine-gauge plasma pistol, My first shot would liquify her insides and injure you, second shot adds recoil. The risk to me is minimized if I wait for you to shoot her, which I'm encouraging you to do."
22,3,204,Summer,What the fuck?
22,3,205,Rick,"Or let her go, which I will reward with a quicker death."
22,3,206,Riq IV,Because you love her!
22,3,207,Rick,"Because it's incentive for you to give me my cleanest shot, which will be your least painful death. But if you want to die slower than that, I'm super into it. All you got to do to get that started is kill the girl."
22,3,208,Summer,I hate you!
22,3,209,Rick,"Not an issue, sweetie."
22,3,210,Morty,"That's enough! Drop the gun, Rick!"
22,3,211,Rick,"Morty, I know you're too stupid to get this, but you're really fuckin' this up right now."
22,3,212,Morty,I'm not letting you let my sister die! Drop the gun!
22,3,213,Rick,"I wasn't gonna let her die, you fuckin' moron!"
22,3,214,Riq IV,Ha!
22,3,215,Summer,Aww.
22,3,216,Rick,The point is he thought I was going to.
22,3,217,Riq IV,"I totally did, by the way. You're a fucking moron, Morty."
22,3,218,Summer,"Morty, you fucking idiot!"
22,3,219,Rick,"You're a serious fuckin' idiot, Morty! You basically killed us all! You're the worst! You're as dumb as a bag of sand."
22,3,220,Morty,"Who's stupid now, bitch?!"
22,3,221,Summer,"Morty, we just got him back!"
22,3,222,Riq IV,"That was amazing, Morty. Oh, my God. Wow. Okay, let's wrap this-"
22,3,223,Rick,"Good job, Morty. Let's go, kids."
22,3,224,Summer,What?! What happened?
22,3,225,Rick,Oldest Rick trick in the book.
22,3,226,Summer,"""Fake gun, shoot me in standoff."" Brilliant."
22,3,227,Morty,"Ha, yeah. G-Good thing I saw that note."
22,3,228,Summer,Can't we just portal home?
22,3,229,Rick,Not until I finish what I started. And that is how you get level-nine access without a password.
22,3,230,Gromflomite Guard,Freeze!
22,3,231,Rick,"Employee of the month, ladies and gentlemen."
22,3,232,Morty,"So, what are you doing with level-nine access anyways?"
22,3,233,Rick,Destroying the  galactic government.
22,3,234,Morty and Summer,"Awesome! Whoa, cool!"
22,3,235,Summer,Are you going to set all their nukes to target each other?
22,3,236,Morty,"Ooh, or -- or reprogram their military portals to disintegrate their entire space fleet?"
22,3,237,Rick,"Good pitches, kids. I'm almost proud. But watch closely as Grandpa topples an empire by changing a one to a zero."
22,3,238,Federation worker 1,"Mr. President, the Blemflarck's value just dropped to nothing."
22,3,239,Galactic Federation President,What do you mean?
22,3,240,Federation worker 1,"I mean, our single centralized galactic currency just went from being worth one of itself to zero of itself."
22,3,241,Galactic Federation president,"Calm down, people. Deploy the galactic militia and declare martial law."
22,3,242,Federation commander,"Yes, sir. Uh, what should I pay them with?"
22,3,243,Federation worker 2,Their payment is the honor they'll feel to serve their -- Wait. Who's paying me to yell at this guy?
22,3,244,Federation worker 3,I can answer that -- for money.
22,3,245,Federation worker 1,I never thought I'd live to see this day.
22,3,246,Galactic Federation President,"Gentlemen, gentlemen, gentlemen! There's a solution here you're not seeing."
22,3,247,Federation worker 3,Give me your jacket!
22,3,248,Federation worker 1,Give me those pants!
22,3,249,Female Office Employee,There's no rich people or poor people! I want more jackets!
22,3,250,Gromflomite Office Employee,He who controls the pants controls the galaxy!
22,3,251,Jerry,
22,3,252,Mr. Goldenfold,No longer will the insects have domain over surface world!
22,3,253,Jerry,
22,3,254,Beth,"Jerry, what the hell is happening?!"
22,3,255,Jerry,The galactic government collapsed.
22,3,256,Beth,Are you okay?
22,3,257,Jerry,"Look, I-I'm not proud to share this, but the truth is, I just kept crawling, and it kept working.  Oh, I'm glad you're okay. Are we ever going to stop paying for indulging your father? Our children, our planet, our jobs? Is there anything left to lose?"
22,3,258,Beth,"Just each other, and I'll never let you go. And I'm so sorry I ever did this to us."
22,3,259,Rick,Guess who dismantled the government?
22,3,260,Beth,Please don't leave me again.
22,3,261,Rick,"I never will, baby."
22,3,262,Summer,I was right. He turned himself in on purpose. It was all part of his plan!
22,3,263,Rick,"Jerry, is there any light beer left? It's insane what you miss in prison."
22,3,264,Jerry,"Um..okay. No. No, no, no. Foot down time."
22,3,265,Rick,"No, you're right. Where's the vodka?"
22,3,266,Jerry,"Beth, it's him or me!"
22,3,267,Rick,"Seems like you guys need some privacy. I'll, uh -- I'll be in the garage."
22,3,268,Rick,"What the fuck? Not cool, Jerry! A man's garage is his castle."
22,3,269,Beth,Jerry's going to spend some time divorced.
22,3,270,Rick,"Oh, I-I'm sorry to hear that, sweetie. I hope I had nothing to do with that."
22,3,271,Beth,"Oh, God, Dad, that is not your burden to bear. I feel terrible that I misjudged you. This is gonna be good for Jerry."
22,3,272,Rick,For everybody.
22,3,273,Beth,For everybody.
22,3,274,Beth,I better tend to Jerry before he changes his mind and doesn't move out. I will leave you two to your adventures.
22,3,275,Summer,"Oh, my God. Nancy says they're drawing and quartering aliens in the school courtyard, and it technically counts as patriotism."
22,3,276,Morty,"Geez! Are my parents seriously gonna get divorced? All right, Rick, I'm gonna go to my --"
22,3,277,Rick,"Not so fast, Morty. You heard your mom. We've got adventures to go on, Morty -- just you and me -- and sometimes your sister and sometimes your mom, but never your dad. You want to know why, Morty? Because he crossed me."
22,3,278,Morty,"Okay, take it easy, Rick. T-T-That's dark."
22,3,279,Rick,"Oh, it gets darker, Morty. Welcome to the darkest year of our adventures. First thing that's different -- no more Dad, Morty."
22,3,280,Morty,"Oh, geez."
22,3,281,Rick,"He threatened to turn me in to the government, so I made him and the government go away."
22,3,282,Morty,"Oh, fuck."
22,3,283,Rick,I've replaced them both as the de facto patriarch of your family and your universe. Your mom wouldn't have accepted me if I came home -
22,3,284,Morty,"Oh, man."
22,3,285,Rick,"- without you and your sister, so now you know the real reason I rescued you. Oh! I just took over the family, Morty, and if you tell your mom -"
22,3,286,Morty,"Oh, man."
22,3,287,Rick,"- or sister I said any of this, I'll deny it -"
22,3,288,Morty,You're gonna deny it.
22,3,289,Rick,"- and they'll take my side because I'm a hero, Morty. And now you're gonna have to go -"
22,3,290,Morty,Oh.
22,3,291,Rick,"- and do whatever I say, Morty, forever! And I'll -- I'll go out and I'll find some more of that ""Mulan"" Szechuan teriyaki dipping sauce, Morty. -"
22,3,292,Morty,What are you talking about?
22,3,293,Rick,"- Because that's -- that's what this is all about, Morty."
22,3,294,Morty,Szechuan?
22,3,295,Rick,"That's my one-armed man! I'm not driven by avenging my dead family, Morty! That was fake. I-I-I'm driven by finding that McNugget sauce."
22,3,296,Morty,McNuggets?
22,3,297,Rick,"I want that ""Mulan"" McNugget sauce, Morty! That's my series arc, Morty."
22,3,298,Morty,What the hell?
22,3,299,Rick,"If it takes nine seasons, I want my McNugget dipping sauce, Szechuan sauce, Morty."
22,3,300,Morty,"What are you talking about, Rick?"
22,3,301,Rick,"That's what's gonna take us all the way to the end, Morty."
22,3,302,Morty,What are you talking about?!
22,3,303,Rick,"Season -- Nine more seasons, Morty. Nine more seasons until I get that dipping Szechuan sauce."
22,3,304,Morty,What is that?!
22,3,305,Rick,"For 97 more years, Morty!"
22,3,306,Morty,What are you talking about?!
22,3,307,Rick,"I want that McNugget sauce, Morty!"
22,3,308,Tammy,Is it ready?
22,3,309,Gromflomite worker,Yes. We can bring it online now.
22,3,310,Tammy,Do it.
22,3,311,Birdperson,I am Phoenixperson.
22,3,312,Tammy,Phoenix Person? Is that what we settled on? I thought we all agreed on Cyberbird.
22,3,313,Gromflomite worker,You said you didn't care what he was called as long as we brought him back.
22,3,314,Tammy,"Yeah, but Phoenixperson? Fine, fuck it. Who cares?"
22,3,315,Phoenixperson,Ka-kaw!
23,3,1,Morty,"Summer, next time we're hiding in a Colorkian echo nest, can you do me a favor and turn your ringer off?"
23,3,2,Summer,"It's called ""carpe diem"", Morty. Look it up."
23,3,3,Morty,You look it up! Y-Y-You don't even-You don't even know what it means!
23,3,4,Summer,That's because losers look stuff up while the rest of us are carpin' all them diems.
23,3,5,Rick,"Listen to your sister, Morty. To live is to risk it all. Otherwise, you're just an inert chunk of randomly assembled molecules drifting wherever the universe blows you. Oh, I'm sorry, Jerry, I didn't see you there. H-How much of that did you hear?"
23,3,6,Jerry,All of it. You were looking right at me. I just wanted to say goodbye to the kids.
23,3,7,Rick,"Cool. Just stay in the driveway. The killbots are live, and I took you off the whitelist."
23,3,8,Morty,"W-We'll see you every other weekend, though, right?"
23,3,9,Rick,"Absolutely, Morty. A-And your mom's lawyer says if I can get enough in the settlement, he can help me sue for full custody."
23,3,10,Morty,"Th-That'll be nice. Uh, Summer, Dad's leaving!"
23,3,11,Summer,"Bye, Dad. Rick, didn't you say you needed my help on an adventure immediately somewhere else I don't care even if it might kill us?"
23,3,12,Rick,"I did not, but if you're really that alienated, I'm as willing to exploit it as the next guy, church, army, or Olympic gymnastics trainer."
23,3,13,Summer,I'm ready when you a--
23,3,14,Rick,"Bitch, I was ready yest--"
23,3,15,Jerry,"Bye, sweetie."
23,3,16,Morty,"Well, I-I better--"
23,3,17,Jerry,Sure. Sounds important.
23,3,18,Jerry,"If you're looking for our kids, your father did a-a portal, uh--"
23,3,19,Beth,Okay.
23,3,20,Wind,Loser...
23,3,21,Jerry,What? Hello?
23,3,22,Rick,"Morty, shoot the mohawk guy!"
23,3,23,Morty,They all have mohawks!
23,3,24,Rick,"High fade, chartreuse with cyan highlights, layered on top. Shoot him!"
23,3,25,Mohawk Guy,Ah!
23,3,26,Death Stalker #1,Light them up.
23,3,27,Mohawk Guy,Ahh!
23,3,28,Rick,"Fuck! Get in the game, Morty!"
23,3,29,Summer,Give me your flask!
23,3,30,Rick,"Holy shit, Summer for the win!"
23,3,31,Summer,I fucking love post-apocalyptic versions of Earth!
23,3,32,Rick,Here we go.
23,3,33,Rick,Isotope 322.
23,3,34,Morty,"Uh-huh, yeah, is it powerful enough to keep those guys from murdering us?!"
23,3,35,Morty,Summer!
23,3,36,Summer,Hold on. I want to try something.
23,3,37,Morty,"Rick, can we not leave without my sister?!"
23,3,38,Rick,"Ugh. You have infinite sisters, Morty. I mean, n-not that I want to spend the rest of my day looking for another one. Sum-sum, let's go! Grandpa's concern for your safety is fleeting!"
23,3,39,Colossus,Your blood will be my lotion.
23,3,40,Rick,Whoa. That was cool.
23,3,41,Colossus,"Kill me, please."
23,3,42,Summer,"Okay, but not because you told me to."
23,3,43,Morty,Summer!
23,3,44,Rick,"Okay, getting darker."
23,3,45,Morty,Jesus Christ. Summer!
23,3,46,Rick,"Aw, come on."
23,3,47,Rick,Hands and little shoulder-mounted dudes where I can see them!
23,3,48,Hemorrhage,I am Hemorrhage. You have removed weak blood from us and made us stronger. We can combine our strength and feast on the weak together.
23,3,49,Rick,Wh-Wh-What in the hell are you saying?
23,3,50,Summer,They don't have to keep trying to kill us if we join them. They're basically pussies.
23,3,51,Morty,What is your deal lately?
23,3,52,Rick,"All right, let's get sloppy. Oh, whoa. Uh, uh, what's, uh-What's that little bauble you got back there?"
23,3,53,Hemorrhage,"That is our glowing rock. We carry it with us for desecration, to remind us there are no gods."
23,3,54,Rick,"Kids, weird pitch"
23,3,55,Summer,Okay.
23,3,56,Morty,What?!
23,3,57,Summer,"Grandpa, some of the Death Stalkers are going to what used to be Seattle to hunt what used to be people. I'm going."
23,3,58,Rick,Sounds good. Stay hydrated.
23,3,59,Morty,"Listen, Rick, Summer's been acting pretty crazy lately. You know, I mean, I-I think the divorce is affecting her. And, you know, I don't think this is a great place for her to be right now."
23,3,60,Rick,"Oh, get off your high horse, Professor Ski Lodge. This world may be rough around the edges, but it's got its charms."
23,3,61,Lunch server,Bicep or quadricep?
23,3,62,Rick,Uh...  bicep.
23,3,63,Morty,"Seriously, Rick? Is it really easier to eat human flesh than to just tell me why we're still here?"
23,3,64,Rick,"No. Okay, I'll level with you."
23,3,65,Rick,"You see that green rock, Morty? It's about 20 pounds of the stuff I was getting all hard for a flake of."
23,3,66,Morty,Isotope 322.
23,3,67,Rick,"Well, having a 20-pound boulder of it is better than having a flake. I can explain the math to you later, but--"
23,3,68,Morty,"Summer just ran off with strangers that have ""Death"" in their name, and the rest of their name was ""Stalkers""!"
23,3,69,Rick,"Huh, could be therapeutic for her. She has been acting pretty crazy lately, Morty. I mean, her parents are going through a divorce."
23,3,70,Morty,"Damn it, Rick, that's what I-- Fine. Just grab the stupid thing while I grab her, and let's get the ""F"" out of ""H""!"
23,3,71,Rick,"No, no, no. Morty, there's too much heat on the bogey. I need you to distract the camp."
23,3,72,Morty,"""Distract""? They eat each other. Wha-What do you want me to do to get their attention, put on a puppet show?"
23,3,73,Rick,"Right idea, wrong genre, Morty. The equivalent here would be..."
23,3,74,Death Stalker #2,"Uh, you mean the Blood Dome?"
23,3,75,Rick,"Save it for the Semantics Dome, E.B. White."
23,3,76,Death Stalker #3,"Ooh, burn!"
23,3,77,Rick,"The important question is, who wants to take a poke at my man Spine Eater here?"
23,3,78,Morty,"Rick, what the hell, man?! Wh-What are you, out of your mind?!"
23,3,79,Rick,"Morty, relax. You're gonna be a ringer. Come here."
23,3,80,Rick,Ugh! Hey!
23,3,81,Morty,I-I didn't do that!
23,3,82,Rick,"Okay, this is exciting. We're making some discoveries about muscle memory."
23,3,83,Morty,Ooh! Help! Help!
23,3,84,Death Stalker #4,"Oh, sweet, man!"
23,3,85,Eli,"And so it begins, my pretties!"
23,3,86,Morty,"Oh, God! Stop! Stop! This is horrible!"
23,3,87,Rick,"Just stick and moo--oove, Morty! Wear him out!"
